"","object","original_response","cleaned_response","creativity"
"589","brick","mee over te gooien","gooien","2.3"
"590","brick","gooien","gooien","2.3"
"591","brick","gooien","gooien","2.3"
"592","brick","gooien","gooien","2.3"
"593","brick","gooien","gooien","2.3"
"594","brick","gooien","gooien","2.3"
"595","brick","gooien","gooien","2.3"
"596","brick","Gooien","gooien","2.3"
"597","brick","Gooien","gooien","2.3"
"598","brick","gooien","gooien","2.3"
"599","brick","Gooien","gooien","2.3"
"600","brick","gooien","gooien","2.3"
"601","brick","gooien","gooien","2.3"
"602","brick","gooien","gooien","2.3"
"603","brick","gooien","gooien","2.3"
"604","brick","Op iemand gooien","gooien","2.3"
"605","brick","gooien","gooien","2.3"
"606","brick","gooien","gooien","2.3"
"607","brick","gooien","gooien","2.3"
"608","brick","gooien","gooien","2.3"
"609","brick","gooien","gooien","2.3"
"610","brick","gooien naar mensne","gooien mensen","2.3"
"611","brick","gooien naar politie","gooien politie","2.3"
"612","brick","goot","goot","2.2"
"613","brick","grafstenen","grafstenen","3.2"
"614","brick","gravestone","gravestone","3.2"
"615","brick","grijs","grijs","0"
"616","brick","Grond","grond","1.4"
"617","brick","grond","grond","1.4"
"618","brick","grond","grond","1.4"
"619","brick","groot","groot","2.2"
"620","brick","de grootste plons maken in water","grootste plons water","3.9"
"621","brick","grote doos","grote doos","3"
"622","brick","grote mensen bouwen","grote mensen bouwen","3"
"623","brick","Grote muur stenen","grote muur stenen","1.4"
"624","brick","haard bouwen","haard bouwen","1.4"
"625","brick","Hamer","hamer","4"
"626","brick","handgeschakeld","handgeschakeld","0"
"627","brick","handig voor het maken van vuur","handig vuur","2.9"
"628","brick","hangen","hangen","3"
"629","brick","hard","hard","0"
"630","brick","hard","hard","0"
"631","brick","hard","hard","0"
"632","brick","hard","hard","0"
"633","brick","hard","hard","0"
"634","brick","hard","hard","0"
"635","brick","hard","hard","0"
"636","brick","hek","hek","1.3"
"637","brick","hersens inslaan","hersens inslaan","2.2"
"638","brick","herstellen","herstellen","2.8"
"639","brick","hipster onderzetter","hipster onderzetter","5"
"640","brick","4 hoeken","hoeken","0"
"641","brick","hotel","hotel","1.4"
"642","brick","huis","huis","1.4"
"643","brick","huis","huis","1.4"
"644","brick","Huis","huis","1.4"
"645","brick","Huis","huis","1.4"
"646","brick","huis","huis","1.4"
"647","brick","huis","huis","1.4"
"648","brick","huis","huis","1.4"
"649","brick","huis","huis","1.4"
"650","brick","huis","huis","1.4"
"651","brick","huis","huis","1.4"
"652","brick","huis","huis","1.4"
"653","brick","huis","huis","1.4"
"654","brick","huis","huis","1.4"
"655","brick","huis","huis","1.4"
"656","brick","huis","huis","1.4"
"657","brick","huis","huis","1.4"
"658","brick","Huis","huis","1.4"
"659","brick","huis","huis","1.4"
"660","brick","huis","huis","1.4"
"661","brick","huis","huis","1.4"
"662","brick","Huis","huis","1.4"
"663","brick","huis","huis","1.4"
"664","brick","huis","huis","1.4"
"665","brick","Huis","huis","1.4"
"666","brick","huis","huis","1.4"
"667","brick","huis","huis","1.4"
"668","brick","huis","huis","1.4"
"669","brick","huis","huis","1.4"
"670","brick","huis","huis","1.4"
"671","brick","huis","huis","1.4"
"672","brick","huis","huis","1.4"
"673","brick","huis maken","huis","1.4"
"674","brick","huis","huis","1.4"
"675","brick","huis","huis","1.4"
"676","brick","huis","huis","1.4"
"677","brick","huis","huis","1.4"
"678","brick","huis","huis","1.4"
"679","brick","huis","huis","1.4"
"680","brick","huis","huis","1.4"
"681","brick","huis","huis","1.4"
"682","brick","huis","huis","1.4"
"683","brick","huis maken.","huis","1.4"
"684","brick","huis","huis","1.4"
"685","brick","huis","huis","1.4"
"686","brick","huis","huis","1.4"
"687","brick","Huis","huis","1.4"
"688","brick","Huis","huis","1.4"
"689","brick","huis","huis","1.4"
"690","brick","Huis","huis","1.4"
"691","brick","huis","huis","1.4"
"692","brick","huis","huis","1.4"
"693","brick","huis","huis","1.4"
"694","brick","Huis","huis","1.4"
"695","brick","huis","huis","1.4"
"696","brick","huis","huis","1.4"
"697","brick","huis","huis","1.4"
"698","brick","huis","huis","1.4"
"699","brick","huis","huis","1.4"
"700","brick","Huis","huis","1.4"
"701","brick","huis afbreken","huis afbreken","2"
"702","brick","huis bouwen","huis bouwen","1.4"
"703","brick","Huis bouwen","huis bouwen","1.4"
"704","brick","his bouwen","huis bouwen","1.4"
"705","brick","huis bouwen *","huis bouwen","1.4"
"706","brick","huis bouwen","huis bouwen","1.4"
"707","brick","huisbouwen","huis bouwen","1.4"
"708","brick","huisbouwen","huis bouwen","1.4"
"709","brick","huis bouwen","huis bouwen","1.4"
"710","brick","huis bouwen","huis bouwen","1.4"
"711","brick","kan je een huis mee bouwen","huis bouwen","1.4"
"712","brick","een huis bouwen","huis bouwen","1.4"
"713","brick","huis bouwen","huis bouwen","1.4"
"714","brick","huis bouwen","huis bouwen","1.4"
"715","brick","Huis bouwen","huis bouwen","1.4"
"716","brick","huis bouwen","huis bouwen","1.4"
"717","brick","huis bouwen","huis bouwen","1.4"
"718","brick","huis bouwen","huis bouwen","1.4"
"719","brick","huis bouwen","huis bouwen","1.4"
"720","brick","huis bouwen","huis bouwen","1.4"
"721","brick","huis bouwen","huis bouwen","1.4"
"722","brick","huis bouwen","huis bouwen","1.4"
"723","brick","Een huis bouwen","huis bouwen","1.4"
"724","brick","Huis bouwen","huis bouwen","1.4"
"725","brick","huis bouwen","huis bouwen","1.4"
"726","brick","een huis bouwen","huis bouwen","1.4"
"727","brick","huis bouwen","huis bouwen","1.4"
"728","brick","huis bouwsteen","huis bouwsteen","1.4"
"729","brick","huisje","huisje","1.4"
"730","brick","huisje bouwen","huisje bouwen","1.4"
"731","brick","huisjes bouwen voor insecten/dieren","huisjes bouwen insecten dieren","4.1"
"732","brick","huizen","huizen","1.4"
"733","brick","huizen","huizen","1.4"
"734","brick","huizen","huizen","1.4"
"735","brick","huizen","huizen","1.4"
"736","brick","huizen maken","huizen","1.4"
"737","brick","huizen bouwen","huizen bouwen","1.4"
"738","brick","Huizen bouwen","huizen bouwen","1.4"
"739","brick","hulpmiddel","hulpmiddel","2.1"
"740","brick","hut","hut","1.4"
"741","brick","op iemands teen leggen","iemands teen leggen","3"
"742","brick","iglo bouwen","iglo bouwen","2.2"
"743","brick","industrie","industrie","0"
"744","brick","Het ingooien van een ruit","ingooien ruit","2.3"
"745","brick","inspiratie","inspiratie","0"
"746","brick","instrument","instrument","3.8"
"747","brick","isoleren","isoleren","3"
"748","brick","kantoorgebouwen","kantoorgebouwen","1.4"
"749","brick","kapot maken","kapot","2.2"
"750","brick","om iets mee kapot te maken","kapot","2.2"
"751","brick","iets kapot maken","kapot","2.2"
"752","brick","kapot makenn","kapot","2.2"
"753","brick","kapot","kapot","2.2"
"754","brick","kan je gebruiken om iets kapot te maken","kapot","2.2"
"755","brick","kapot maken","kapot","2.2"
"756","brick","kapot maken","kapot","2.2"
"757","brick","kapot maken","kapot","2.2"
"758","brick","kapot ruit","kapot ruit","2.3"
"759","brick","kast","kast","3.1"
"760","brick","kast voor spulen","kast spullen","3.1"
"761","brick","kasteel","kasteel","1.4"
"762","brick","kasteel","kasteel","1.4"
"763","brick","kasteel","kasteel","1.4"
"764","brick","kerk","kerk","1.4"
"765","brick","Ketting","ketting","3.8"
"766","brick","keuken","keuken","0"
"767","brick","naar kijken","kijken","3"
"768","brick","of kist","kist","3.1"
"769","brick","klaslokalen","klaslokalen","0.9"
"770","brick","klei","klei","2.9"
"771","brick","klei","klei","2.9"
"772","brick","klei terugwinnen en vormen","klei terugwinnen vormen","2.9"
"773","brick","een klein kunst ding als een klein hondje maken","klein kunst ding klein hondje","3"
"774","brick","in kleine stukken maken","kleine stukken","3"
"775","brick","kleuren","kleuren","3"
"776","brick","kleurstof","kleurstof","3"
"777","brick","klinker","klinker","1.4"
"778","brick","klok","klok","4.6"
"779","brick","knutselen","knutselen","3.1"
"780","brick","knutselen","knutselen","3.1"
"781","brick","als kookplaat op een kampvuur (wordt beetje warm als je het verhit)","kookplaat kampvuur","3.9"
"782","brick","kopen","kopen","2.1"
"783","brick","kopen","kopen","2.1"
"784","brick","krachttraining","krachttraining","3.1"
"785","brick","krijgen","krijgen","2.1"
"786","brick","krijt","krijt","4"
"787","brick","als krijt","krijt","4"
"788","brick","kan je gebruiken als krijt","krijt","4"
"789","brick","als 'krijt' gebruiken","krijt","4"
"790","brick","krijt","krijt","4"
"791","brick","krijten","krijten","4"
"792","brick","kruiwagen","kruiwagen","3.7"
"793","brick","Kruk","kruk","3"
"794","brick","krukken","krukken","3"
"795","brick","kunst","kunst","3"
"796","brick","kunst maken","kunst","3"
"797","brick","kunst","kunst","3"
"798","brick","kunst","kunst","3"
"799","brick","kunst","kunst","3"
"800","brick","kunst maken","kunst","3"
"801","brick","kunst","kunst","3"
"802","brick","kunst maken","kunst","3"
"803","brick","kunst (supreme baksteen bijvoorbeeld)","kunst","3"
"804","brick","kunstwerk","kunstwerk","3"
"805","brick","kunstwerk","kunstwerk","3"
"806","brick","kunstwerk mee maken","kunstwerk","3"
"807","brick","kunstwerk van maken","kunstwerk","3"
"808","brick","kunstwerk","kunstwerk","3"
"809","brick","leggen","leggen","1.4"
"810","brick","Op iets leggen als het plat gemaakt moet worden","leggen plat gemaakt","2.3"
"811","brick","lengte meten","lengte meten","4"
"812","brick","letters vormen","letters vormen","3.9"
"813","brick","kan je leuk op schilderen en mee knutselen","leuk schilderen knutselen","3"
"814","brick","Leuning","leuning","3.1"
"815","brick","liedje mee maken","liedje","3.9"
"816","brick","liniaal gebruiken","liniaal","3.9"
"817","brick","m5","m","0"
"818","brick","mannen","mannen","0"
"819","brick","gebruiken als materiaal voor iets","materiaal","1.2"
"820","brick","materiaal","materiaal","1.2"
"821","brick","matrialen","materialen","1.2"
"822","brick","meetinstrument","meetinstrument","3.9"
"823","brick","mensen*","mensen","0"
"824","brick","naar mensen gooien","mensen gooien","2.3"
"825","brick","mensen pijn doen","mensen pijn","2.3"
"826","brick","messen slijpen","messen slijpen","4"
"827","brick","messenslijper","messenslijper","4"
"828","brick","metsel","metsel","1.4"
"829","brick","metselaar","metselaar","0"
"830","brick","metselen","metselen","1.4"
"831","brick","metselen","metselen","1.4"
"832","brick","metselen","metselen","1.4"
"833","brick","metselen","metselen","1.4"
"834","brick","metselen","metselen","1.4"
"835","brick","metselen","metselen","1.4"
"836","brick","metselen","metselen","1.4"
"837","brick","metselen","metselen","1.4"
"838","brick","metselen","metselen","1.4"
"839","brick","Metselen","metselen","1.4"
"840","brick","metselen","metselen","1.4"
"841","brick","metzelen","metselen","1.4"
"842","brick","metselen","metselen","1.4"
"843","brick","model","model","0"
"844","brick","modelwoningen","modelwoningen","0"
"845","brick","ikwilmoney","money","0"
"846","brick","moordwapen","moordwapen","2.2"
"847","brick","om een mug mee te doden","mug doden","4"
"848","brick","muren","muren","1.4"
"849","brick","Muren","muren","1.4"
"850","brick","murenbaksteen","muren baksteen","1.4"
"851","brick","muren bouwen","muren bouwen","1.4"
"852","brick","muren versieren","muren versieren","1.4"
"853","brick","muur","muur","1.4"
"854","brick","muur","muur","1.4"
"855","brick","Muur","muur","1.4"
"856","brick","muur","muur","1.4"
"857","brick","muur","muur","1.4"
"858","brick","muur","muur","1.4"
"859","brick","muur","muur","1.4"
"860","brick","muur","muur","1.4"
"861","brick","muur","muur","1.4"
"862","brick","muur","muur","1.4"
"863","brick","muur","muur","1.4"
"864","brick","muur","muur","1.4"
"865","brick","muur maken","muur","1.4"
"866","brick","muur","muur","1.4"
"867","brick","muur","muur","1.4"
"868","brick","muur","muur","1.4"
"869","brick","muur","muur","1.4"
"870","brick","muur","muur","1.4"
"871","brick","muur","muur","1.4"
"872","brick","muur","muur","1.4"
"873","brick","muur","muur","1.4"
"874","brick","muur","muur","1.4"
"875","brick","muur","muur","1.4"
"876","brick","muur","muur","1.4"
"877","brick","muur","muur","1.4"
"878","brick","muur","muur","1.4"
"879","brick","muur","muur","1.4"
"880","brick","muur","muur","1.4"
"881","brick","muur maken","muur","1.4"
"882","brick","muur","muur","1.4"
"883","brick","muur'","muur","1.4"
"884","brick","muur","muur","1.4"
"885","brick","Muur","muur","1.4"
"886","brick","muur","muur","1.4"
"887","brick","muur maken","muur","1.4"
"888","brick","muur","muur","1.4"
"889","brick","muur maken","muur","1.4"
"890","brick","muur","muur","1.4"
"891","brick","muur","muur","1.4"
"892","brick","muur","muur","1.4"
"893","brick","muur","muur","1.4"
"894","brick","een muur maken]","muur","1.4"
"895","brick","muur","muur","1.4"
"896","brick","Muur","muur","1.4"
"897","brick","muur","muur","1.4"
"898","brick","een muur mee bouwen","muur bouwen","1.4"
"899","brick","gebruiken om een muur te bouwen","muur bouwen","1.4"
"900","brick","muur bouwen","muur bouwen","1.4"
"901","brick","muur bouwen","muur bouwen","1.4"
"902","brick","een muur bouwen","muur bouwen","1.4"
"903","brick","muur bouwen","muur bouwen","1.4"
"904","brick","muur bouwen","muur bouwen","1.4"
"905","brick","muur bouwen","muur bouwen","1.4"
"906","brick","Muur dichten","muur dichten","2.3"
"907","brick","muurtje maken","muurtje","1.4"
"908","brick","een muurtje bouwen","muurtje bouwen","1.4"
"909","brick","naam voor rapper","naam rapper","0"
"910","brick","neerslaan","neerslaan","2.2"
"911","brick","iemand neerslaan","neerslaan","2.2"
"912","brick","neerzetten","neerzetten","1.2"
"913","brick","netjes neerleggen en niks onverantwoordelijks mee doen","netjes neerleggen niks onverantwoordelijks","4.9"
"914","brick","nieuw","nieuw","0"
"915","brick","niks","niks","0"
"916","brick","500nm","nm","0"
"917","brick","een noot open breken","noot open breken","4.1"
"918","brick","noten mee openbreken","noten openbreken","4.1"
"919","brick","omheining","omheining","2.2"
"920","brick","Oncomfortabele hoed.","oncomfortabele hoed","4.7"
"921","brick","onderdeel huis","onderdeel huis","1.4"
"922","brick","onderdeel van kunstwerk","onderdeel kunstwerk","3"
"923","brick","als onderkant voor een hefboom","onderkant hefboom","4"
"924","brick","ondersteunend voorwerp","ondersteunend voorwerp","3"
"925","brick","ondersteuning","ondersteuning","3"
"926","brick","ondersteuning voor je arm/kin","ondersteuning arm kin","3.1"
"927","brick","onderzetter","onderzetter","3.2"
"928","brick","onderzetter","onderzetter","3.2"
"929","brick","Onderzetter","onderzetter","3.2"
"930","brick","ontwerp","ontwerp","0"
"931","brick","ontwerp","ontwerp","0"
"932","brick","ontwerpen","ontwerpen","0"
"933","brick","opbouwen","opbouwen","1.4"
"934","brick","opbouwen","opbouwen","1.4"
"935","brick","openhaart bouwen","open haard bouwen","1.4"
"936","brick","openen","openen","2"
"937","brick","ophoging voor laptop/beamer etc","ophoging laptop beamer","3.1"
"938","brick","ophoging voor een scheve tafel","ophoging scheve tafel","3.9"
"939","brick","opstapelen","opstapelen","1.4"
"940","brick","opstapelen","opstapelen","1.4"
"941","brick","kan je opstapelen en erop staat","opstapelen erop staat","2.3"
"942","brick","Als opstapje gebruiken","opstapje","2.3"
"943","brick","opstapje voor op je paard te komen","opstapje paard komen","3.2"
"944","brick","optillen","optillen","2.1"
"945","brick","opzetstuk voor camera","opzetstuk camera","3.8"
"946","brick","oud","oud","0"
"947","brick","oven","oven","2.2"
"948","brick","oven","oven","2.2"
"949","brick","oven maken","oven","2.2"
"950","brick","overgooien","overgooien","3.2"
"951","brick","overlevingsmiddel","overlevingsmiddel","3"
"952","brick","als pad (meerdere)","pad","1.4"
"953","brick","pad bouwen","pad bouwen","1.4"
"954","brick","paperweight","paper weight","2.3"
"955","brick","Pilaar","pilaar","1.4"
"956","brick","pizza oven maken","pizza oven","2.2"
"957","brick","400 pk","pk","0"
"958","brick","plaat","plaat","3"
"959","brick","iets op zijn plaats houden","plaats houden","3"
"960","brick","plafond","plafond","1.4"
"961","brick","plant inevenwicht houder","plant evenwicht houden","4"
"962","brick","planten bak","planten bak","4.8"
"963","brick","planten pot","planten pot","4.8"
"964","brick","plantenbak","plantenbak","4.8"
"965","brick","pottenbak","potten bak","2.8"
"966","brick","pottenbakken","pottenbakken","2.8"
"967","brick","een put bouwen","put bouwen","1.4"
"968","brick","raam","raam","0"
"969","brick","Raam","raam","0"
"970","brick","door een raam gooien","raam gooien","2.3"
"971","brick","raam ingooien","raam ingooien","2.3"
